state,yr,qtr,index_nsa,index_sa,Warning
CA,2018,3,280.94,278.43,
CA,2018,4,280.28,280.34,
CA,2019,1,281.85,281.88,
CA,2019,2,289.59,286.28,
CA,2019,3,291.97,289.48,
CA,2019,4,292.50,292.45,
CA,2020,1,299.16,299.22,
CA,2020,2,303.93,300.42,
CA,2020,3,313.91,311.34,
CA,2020,4,326.95,326.82,
CA,2021,1,342.57,342.62,
CA,2021,2,366.19,361.96,
CA,2021,3,380.47,377.46,
CA,2021,4,391.20,390.94,
CO,1991,1,100.00,100.00,
CO,1991,2,101.09,100.29,
CO,1991,3,102.37,101.32,
CO,1991,4,103.17,103.01,
CO,1992,1,105.43,105.45,
CO,1992,2,108.77,107.89,
CO,1992,3,111.00,109.86,
CO,1992,4,113.52,113.34,
CO,1993,1,115.65,115.70,
CO,1993,2,120.24,119.24,
CO,1993,3,124.77,123.50,
CO,1993,4,127.96,127.73,
CO,1994,1,131.58,131.67,
CO,1994,2,136.52,135.35,
CO,1994,3,139.43,138.04,
CO,1994,4,140.22,139.95,
CO,1995,1,141.51,141.62,
CO,1995,2,144.51,143.23,
CO,1995,3,147.21,145.80,
CO,1995,4,147.80,147.51,
CO,1996,1,149.37,149.46,
CO,1996,2,152.62,151.25,
CO,1996,3,154.28,152.85,
CO,1996,4,155.34,155.08,
CO,1997,1,156.48,156.50,
CO,1997,2,159.61,158.16,
CO,1997,3,161.44,160.00,
CO,1997,4,162.46,162.25,
CO,1998,1,164.86,164.79,
CO,1998,2,169.08,167.52,
CO,1998,3,171.99,170.47,
CO,1998,4,174.75,174.63,
CO,1999,1,178.83,178.65,
CO,1999,2,185.25,183.52,
CO,1999,3,191.25,189.56,
CO,1999,4,193.58,193.54,
CO,2000,1,199.30,199.04,
CO,2000,2,206.14,204.19,
CO,2000,3,212.01,210.10,
CO,2000,4,215.73,215.75,
CO,2001,1,222.33,222.08,
CO,2001,2,227.74,225.54,
CO,2001,3,229.30,227.18,
CO,2001,4,228.71,228.74,
CO,2002,1,232.60,232.48,
CO,2002,2,235.72,233.36,
CO,2002,3,238.03,235.79,
CO,2002,4,238.00,237.95,
CO,2003,1,238.63,238.75,
CO,2003,2,241.75,239.20,
CO,2003,3,242.98,240.68,
CO,2003,4,242.80,242.59,
CO,2004,1,244.31,244.80,
CO,2004,2,251.47,248.64,
CO,2004,3,254.12,251.66,
CO,2004,4,253.22,252.87,
CO,2005,1,256.70,257.66,
CO,2005,2,263.01,259.75,
CO,2005,3,265.77,263.08,
CO,2005,4,268.19,267.90,
CO,2006,1,268.26,269.63,
CO,2006,2,274.02,270.29,
CO,2006,3,273.97,271.06,
CO,2006,4,274.26,274.18,
CO,2007,1,271.85,273.50,
CO,2007,2,277.73,273.59,
CO,2007,3,275.57,272.56,
CO,2007,4,268.17,268.27,
CO,2008,1,262.85,264.63,
CO,2008,2,267.95,263.78,
CO,2008,3,263.46,260.35,
CO,2008,4,254.39,254.67,
CO,2009,1,258.09,260.12,
CO,2009,2,264.34,259.97,
CO,2009,3,264.07,260.73,
CO,2009,4,260.09,260.57,
CO,2010,1,258.73,261.04,
CO,2010,2,261.76,257.22,
CO,2010,3,255.77,252.29,
CO,2010,4,253.95,254.67,
CO,2011,1,246.62,249.02,
CO,2011,2,250.56,245.90,
CO,2011,3,252.42,248.97,
CO,2011,4,247.88,248.81,
CO,2012,1,247.60,250.00,
CO,2012,2,264.32,259.22,
CO,2012,3,268.54,264.77,
CO,2012,4,268.98,270.47,
CO,2013,1,271.27,273.64,
CO,2013,2,288.89,283.06,
CO,2013,3,292.27,288.30,
CO,2013,4,290.65,292.81,
CO,2014,1,296.16,298.14,
CO,2014,2,309.54,303.15,
CO,2014,3,312.63,308.67,
CO,2014,4,316.25,319.18,
CO,2015,1,329.22,330.52,
CO,2015,2,344.45,337.27,
CO,2015,3,351.39,347.53,
CO,2015,4,349.51,353.03,
CO,2016,1,361.78,362.31,
CO,2016,2,378.73,370.96,
CO,2016,3,385.07,381.39,
CO,2016,4,386.52,390.47,
CO,2017,1,398.38,398.28,
CO,2017,2,417.03,408.59,
CO,2017,3,418.50,415.08,
CO,2017,4,423.20,427.22,
CO,2018,1,440.08,439.74,
CO,2018,2,453.65,444.47,
CO,2018,3,454.08,450.86,
CO,2018,4,450.71,454.68,
CO,2019,1,460.71,460.13,
CO,2019,2,478.36,468.86,
CO,2019,3,478.36,475.26,
CO,2019,4,479.82,483.66,
CO,2020,1,495.18,494.52,
CO,2020,2,502.64,492.86,
CO,2020,3,515.47,512.20,
CO,2020,4,532.60,536.68,
CO,2021,1,560.16,559.26,
CO,2021,2,604.45,593.02,
CO,2021,3,623.37,619.42,
CO,2021,4,629.80,634.38,
CT,1991,1,100.00,100.00,
CT,1991,2,97.77,97.96,
CT,1991,3,96.97,96.19,
CT,1991,4,96.52,95.80,
CT,1992,1,97.33,97.43,
CT,1992,2,95.25,95.41,
CT,1992,3,95.20,94.34,
CT,1992,4,96.06,95.35,
CT,1993,1,92.35,92.60,
CT,1993,2,91.53,91.60,
CT,1993,3,92.37,91.40,
CT,1993,4,91.81,91.23,
CT,1994,1,91.01,91.43,
CT,1994,2,91.81,91.71,
CT,1994,3,92.67,91.59,
CT,1994,4,91.79,91.35,
CT,1995,1,90.10,90.64,
CT,1995,2,90.71,90.39,
CT,1995,3,91.81,90.70,
CT,1995,4,91.03,90.76,
CT,1996,1,90.60,91.21,
CT,1996,2,91.89,91.35,
CT,1996,3,91.79,90.72,
CT,1996,4,90.74,90.60,
CT,1997,1,90.57,91.20,
CT,1997,2,92.59,91.90,
CT,1997,3,93.46,92.40,
CT,1997,4,93.39,93.32,
CT,1998,1,93.37,94.03,
CT,1998,2,96.32,95.51,
CT,1998,3,98.44,97.33,
CT,1998,4,99.39,99.37,
CT,1999,1,101.06,101.77,
CT,1999,2,104.43,103.56,
CT,1999,3,106.85,105.59,
CT,1999,4,107.81,107.80,
CT,2000,1,109.65,110.50,
CT,2000,2,114.40,113.43,
CT,2000,3,116.37,114.94,
CT,2000,4,117.67,117.62,
CT,2001,1,119.58,120.62,
CT,2001,2,124.56,123.54,
CT,2001,3,128.73,127.03,
CT,2001,4,129.76,129.62,
CT,2002,1,131.41,132.75,
CT,2002,2,138.19,137.02,
CT,2002,3,142.93,140.96,
CT,2002,4,145.80,145.65,
CT,2003,1,147.59,149.20,
CT,2003,2,152.99,151.66,
CT,2003,3,157.82,155.53,
CT,2003,4,159.48,159.46,
CT,2004,1,161.55,163.34,
CT,2004,2,170.17,168.51,
CT,2004,3,176.75,174.16,
CT,2004,4,177.95,178.23,
CT,2005,1,180.90,182.77,
CT,2005,2,188.88,186.84,
CT,2005,3,193.07,190.30,
CT,2005,4,193.33,193.89,
CT,2006,1,194.33,196.26,
CT,2006,2,198.84,196.48,
CT,2006,3,196.60,193.85,
CT,2006,4,193.67,194.37,
CT,2007,1,195.29,197.19,
CT,2007,2,197.74,195.34,
CT,2007,3,197.87,195.10,
CT,2007,4,192.16,192.76,
CT,2008,1,187.17,189.22,
CT,2008,2,188.55,186.12,
CT,2008,3,185.06,182.51,
CT,2008,4,178.80,179.20,
CT,2009,1,174.92,177.14,
CT,2009,2,176.10,173.63,
CT,2009,3,175.10,172.77,
CT,2009,4,171.44,171.57,
CT,2010,1,167.25,169.84,
CT,2010,2,171.65,168.94,
CT,2010,3,168.62,166.42,
CT,2010,4,165.15,165.17,
CT,2011,1,161.08,163.86,
CT,2011,2,166.64,163.88,
CT,2011,3,163.48,161.17,
CT,2011,4,160.44,160.59,
CT,2012,1,156.36,159.11,
CT,2012,2,160.89,158.31,
CT,2012,3,161.75,159.10,
CT,2012,4,158.52,159.07,
CT,2013,1,156.56,159.12,
CT,2013,2,162.90,160.37,
CT,2013,3,164.19,161.31,
CT,2013,4,159.78,160.70,
CT,2014,1,160.29,162.57,
CT,2014,2,162.92,160.45,
CT,2014,3,163.79,160.97,
CT,2014,4,159.51,160.56,
CT,2015,1,159.70,161.73,
CT,2015,2,165.17,162.66,
CT,2015,3,164.47,161.89,
CT,2015,4,161.68,162.63,
CT,2016,1,160.89,162.75,
CT,2016,2,165.28,162.95,
CT,2016,3,165.50,163.00,
CT,2016,4,163.36,164.14,
CT,2017,1,162.97,164.77,
CT,2017,2,168.08,165.93,
CT,2017,3,170.52,167.92,
CT,2017,4,167.63,168.34,
CT,2018,1,167.41,169.15,
CT,2018,2,171.57,169.56,
CT,2018,3,173.59,170.98,
CT,2018,4,171.72,172.33,
CT,2019,1,171.59,173.33,
CT,2019,2,176.70,174.64,
CT,2019,3,177.84,175.31,
CT,2019,4,175.05,175.59,
CT,2020,1,177.51,179.26,
CT,2020,2,183.24,181.04,
CT,2020,3,192.06,189.55,
CT,2020,4,199.85,200.33,
CT,2021,1,207.47,209.51,
CT,2021,2,220.23,217.53,
CT,2021,3,226.08,223.23,
CT,2021,4,227.14,227.64,
DC,1991,1,100.00,100.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1991,2,99.92,98.45,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1991,3,97.02,94.82,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1991,4,96.60,97.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1992,1,98.27,98.22,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1992,2,98.83,97.40,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1992,3,100.08,97.96,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1992,4,96.71,97.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1993,1,92.20,92.17,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1993,2,96.98,95.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1993,3,97.11,95.18,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1993,4,89.38,89.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1994,1,95.25,95.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1994,2,96.26,94.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1994,3,98.52,96.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1994,4,90.45,90.65,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1995,1,91.08,90.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1995,2,88.28,87.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1995,3,90.52,88.66,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1995,4,93.07,93.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1996,1,91.55,91.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1996,2,93.72,92.63,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1996,3,93.05,91.06,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1996,4,95.56,95.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1997,1,88.44,88.17,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1997,2,95.45,94.40,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1997,3,91.69,89.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1997,4,93.08,93.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1998,1,95.57,95.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1998,2,99.13,97.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1998,3,105.19,103.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1998,4,105.10,105.23,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1999,1,106.11,106.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1999,2,109.18,107.77,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1999,3,115.96,113.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1999,4,115.17,115.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2000,1,124.27,124.43,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2000,2,127.17,125.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2000,3,131.42,129.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2000,4,130.51,130.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2001,1,138.48,138.83,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2001,2,145.31,143.23,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2001,3,153.94,150.91,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2001,4,156.81,156.62,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2002,1,163.87,164.55,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2002,2,175.80,173.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2002,3,181.53,177.62,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2002,4,187.68,187.50,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2003,1,183.27,184.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2003,2,203.44,200.74,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2003,3,213.68,208.81,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2003,4,214.36,213.88,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2004,1,234.48,236.23,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2004,2,245.72,242.37,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2004,3,251.35,245.66,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2004,4,270.97,269.80,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2005,1,276.45,278.94,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2005,2,308.74,304.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2005,3,325.49,318.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2005,4,318.21,315.99,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2006,1,313.17,316.77,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2006,2,319.79,315.63,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2006,3,331.58,324.13,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2006,4,331.34,328.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2007,1,327.04,330.88,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2007,2,337.88,333.88,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2007,3,340.52,332.74,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2007,4,326.94,324.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2008,1,322.56,326.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2008,2,315.54,312.12,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2008,3,323.92,316.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2008,4,310.82,308.36,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2009,1,291.84,294.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2009,2,306.45,303.66,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2009,3,308.73,301.40,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2009,4,316.37,313.93,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2010,1,316.93,319.43,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2010,2,306.52,304.06,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2010,3,324.43,316.81,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2010,4,316.78,314.43,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2011,1,306.22,308.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2011,2,333.80,330.90,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2011,3,324.16,317.30,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2011,4,331.29,328.45,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2012,1,332.23,334.46,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2012,2,341.75,338.30,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2012,3,358.48,351.63,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2012,4,356.41,353.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2013,1,373.66,375.86,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2013,2,385.40,380.89,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2013,3,411.24,404.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2013,4,391.46,387.78,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2014,1,419.54,421.78,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2014,2,417.19,411.55,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2014,3,411.64,406.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2014,4,427.36,423.01,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2015,1,426.48,428.14,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2015,2,443.16,437.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2015,3,462.07,456.87,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2015,4,455.77,450.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2016,1,439.45,440.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2016,2,475.40,468.74,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2016,3,465.86,461.29,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2016,4,480.61,475.54,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2017,1,487.51,488.36,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2017,2,493.74,486.90,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2017,3,504.34,499.72,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2017,4,513.26,507.90,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2018,1,518.97,519.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2018,2,541.87,533.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2018,3,514.26,510.24,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2018,4,546.20,540.46,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2019,1,525.59,526.53,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2019,2,544.98,536.13,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2019,3,548.04,544.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2019,4,574.72,568.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2020,1,562.47,562.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2020,2,560.80,551.87,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
